"taxon_name","taxon_authors","accepted_plant_name_id","number_records","number_tdwg3"
"Pseuduvaria trimera","(Craib) Y.C.F.Su & R.M.K.Saunders",2605299,1,1
"Psilopeganum sinense","Hemsl.",2543276,0,0
"Psilotrichum ferrugineum","(Roxb.) Voigt",2407736,2,2
"Psilotrichum yunnanense","D.D.Tao",2408375,0,0
"Psychotria asiatica","L.",167247,4,2
"Psychotria calocarpa","Kurz",167490,2,2
"Psychotria cephalophora","Merr.",167578,0,0
"Psychotria densa","W.C.Chen",167809,0,0
"Psychotria erratica","Hook.f.",167944,1,1
"Psychotria fluviatilis","Chun ex W.C.Chen",168037,0,0
"Psychotria hainanensis","H.L.Li",168193,0,0
"Psychotria henryi","H.Lév.",168237,0,0
"Psychotria laui","Merr. & F.P.Metcalf",168538,0,0
"Psychotria manillensis","Bartl. ex DC.",168753,1,1
"Psychotria morindoides","Hutch.",168902,0,0
"Psychotria pilifera","Hutch.",169265,0,0
"Psychotria prainii","H.Lév.",169343,0,0
"Psychotria serpens","L.",169678,6,4
"Eumachia straminea","(Hutch.) Barrabé, C.M.Taylor & Razafim.",525506,0,0
"Psychotria symplocifolia","Kurz",169878,0,0
"Psychotria tutcheri","Dunn",170028,0,0
"Psychotria yunnanensis","Hutch.",170218,0,0
"Psychrogeton nigromontanus","(Boiss. & Buhse) Grierson",3101094,0,0
"Psychrogeton andryaloides var. poncinsii","(Franch.) Grierson",3272185,0,0
"Psydrax dicoccos","Gaertn.",170238,7,5
"Pternopetalum botrychioides","(Dunn) Hand.-Mazz.",2405555,0,0
"Pternopetalum caespitosum","R.H.Shan",2405553,0,0
"Pternopetalum delavayi","(Franch.) Hand.-Mazz.",2405451,0,0
"Pternopetalum cuneifolium","(H.Wolff) Hand.-Mazz.",2405467,0,0
"Pternopetalum davidi","Franch.",2405429,0,0
"Pternopetalum tanakae","(Franch. & Sav.) Hand.-Mazz.",2405431,0,0
"Pternopetalum gracillimum","(H.Wolff) Hand.-Mazz.",2405448,0,0
"Pternopetalum leptophyllum","(Dunn) Hand.-Mazz.",2405444,0,0
"Pternopetalum molle","(Franch.) Hand.-Mazz.",2405440,0,0
"Pternopetalum nudicaule","(H.Boissieu) Hand.-Mazz.",2405437,0,0
"Pternopetalum rosthornii","(Diels) Hand.-Mazz.",2405435,0,0
"Pternopetalum subalpinum","Hand.-Mazz.",2405432,0,0
"Pternopetalum trichomanifolium","(Franch.) Hand.-Mazz.",2405439,0,0
"Pternopetalum vulgare","(Dunn) Hand.-Mazz.",2405520,0,0
"Pterocarpus indicus","Willd.",2535590,51,25
"Pterocarya hupehensis","Skan",2529844,13,9
"Pterocarya macroptera","Batalin",2529879,7,3
"Pterocarya rhoifolia","Siebold & Zucc.",2529883,93,21
"Pterocarya stenoptera","C.DC.",2529866,121,30
"Pterocarya tonkinensis","(Franch.) Dode",3012788,7,5
"Pterocaulon redolens","(Willd.) Fern.-Vill.",3114882,1,
"Pteroceltis tatarinowii","Maxim.",2551251,33,16
"Bassecoia bretschneideri","(Batalin) B.L.Burtt",2670724,0,0
"Bassecoia hookeri","(C.B.Clarke) V.Mayer & Ehrend.",2994784,7,4
"Pteroceras asperatum","(Schltr.) P.F.Hunt",170371,0,0
"Pteroceras leopardinum","(C.S.P.Parish & Rchb.f.) Seidenf. & Smitinand",170398,1,1
"Pterolobium macropterum","Kurz",2535400,1,1
"Pterolobium punctatum","Hemsl.",2535426,1,
"Pterospermum acerifolium","(L.) Willd.",2552078,35,19
"Pterospermum heterophyllum","Hance",2552059,2,1
"Pterospermum kingtungense","C.Y.Wu ex H.H.Hsue",2552073,0,0
"Pterospermum lanceifolium","Roxb. ex DC.",2551723,6,3
"Pterospermum menglunense","H.H.Hsue",2551732,0,0
"Pterospermum niveum","S.Vidal",2551714,0,0
"Pterospermum proteus","Burkill",2551706,0,0
"Pterospermum truncatolobatum","Gagnep.",2551764,0,0
"Pterospermum yunnanense","H.H.Hsue",2551761,0,0
"Pterostyrax corymbosus","Siebold & Zucc.",2551881,68,21
"Pterostyrax psilophyllus","Diels ex Perkins",2551886,13,9
"Pteroxygonum giraldii","Dammer & Diels",2574204,4,3
"Pterygiella bartschioides","Hand.-Mazz.",2548924,0,0
"Pterygiella cylindrica","P.C.Tsoong",2548925,0,0
"Pterygiella duclouxii","Franch.",2548926,0,0
"Pterygiella nigrescens","Oliv.",2548927,0,0
"Pterygiella suffruticosa","D.Y.Hong",2548928,0,0
"Pterygocalyx volubilis","Maxim.",2533263,0,0
"Pterygota alata","(Roxb.) R.Br.",2551740,20,9
"Ptilagrostis concinna","(Hook.f.) Roshev.",438539,0,0
"Ptilagrostis dichotoma","Keng ex Tzvelev",438542,0,0
"Ptilagrostis junatovii","Grubov",438544,0,0
"Ptilagrostis mongholica","(Turcz. ex Trin.) Griseb.",438550,1,1
"Achnatherum pelliotii","(Danguy) R?ser & Hamasha",472544,0,0
"Puccinellia altaica","Tzvelev",438585,0,0
"Puccinellia arjinshanensis","D.F.Cui",438600,0,0
"Puccinellia chinampoensis","Ohwi",438626,0,0
"Puccinellia coreensis","Honda",438637,0,0
"Puccinellia degeensis","L.Liu",438640,0,0
"Puccinellia diffusa","(V.I.Krecz.) V.I.Krecz. ex Drobov",438642,0,0
"Puccinellia distans","(Jacq.) Parl.",438643,23,10
"Puccinellia dolicholepis","(V.I.Krecz.) Pavlov",438666,0,0
"Puccinellia florida","D.F.Cui",438694,0,0
"Puccinellia gigantea","(Grossh.) Grossh.",438701,0,0
"Puccinellia hackeliana","(V.I.Krecz.) V.I.Krecz. ex Drobov",438713,0,0
"Puccinellia hauptiana","(V.I.Krecz.) Kitag.",438715,0,0
"Puccinellia himalaica","Tzvelev",438716,0,0
"Puccinellia jeholensis","Kitag.",438729,0,0
"Puccinellia kashmiriana","Bor",438736,0,0
"Puccinellia kuenlunica","Tzvelev",438744,0,0
"Puccinellia ladakhensis","(H.Hartmann) Dickoré",438747,0,0
"Puccinellia ladyginii","N.R.Ivanov ex Tzvelev",438748,0,0
"Puccinellia leiolepis","L.Liu",438756,0,0
"Puccinellia macranthera","(V.I.Krecz.) Norl.",438767,0,0
"Puccinellia manchuriensis","Ohwi",438770,0,0
"Puccinellia micrandra","(Keng) Keng f. & S.L.Chen",438774,0,0
"Puccinellia micranthera","D.F.Cui",438775,0,0
"Puccinellia minuta","Bor",438776,0,0
"Puccinellia multiflora","L.Liu",438778,0,0
"Puccinellia nipponica","Ohwi",438781,0,0
"Puccinellia nudiflora","(Hack.) Tzvelev",438783,0,0
"Puccinellia pamirica","(Roshev.) V.I.Krecz. ex Ovcz. & Czukav.",438796,0,0
"Puccinellia pauciramea","(Hack.) V.I.Krecz. ex Ovcz. & Czukav.",438807,0,0
"Puccinellia poecilantha","(K.Koch) Grossh.",438820,0,0
"Puccinellia roborovskyi","Tzvelev",438841,0,0
"Puccinellia roshevitsiana","(Schischk.) V.I.Krecz. ex Tzvelev",438843,0,0
"Puccinellia schischkinii","Tzvelev",438849,0,0
"Puccinellia shuanghuensis","L.Liu",438853,0,0
"Puccinellia stapfiana","R.R.Stewart",438857,0,0
"Puccinellia strictura","L.Liu",438865,0,0
"Puccinellia subspicata","(V.I.Krecz.) V.I.Krecz. ex Ovcz. & Czukav.",438867,0,0
"Puccinellia tenuiflora","(Griseb.) Scribn. & Merr.",438876,0,0
"Puccinellia tenuissima","(Litv. ex V.I.Krecz.) Pavlov",438882,0,0
"Puccinellia thomsonii","(Stapf ex Hook.f.) R.R.Stewart",438885,0,0
"Puccinellia tianschanica","(Tzvelev) Ikonn.",438886,0,0
"Pueraria alopecuroides","Craib",2537214,0,0
"Pueraria calycina","Franch.",2537336,0,0
"Pueraria edulis","Pamp.",2537317,0,0
"Pueraria montana","(Lour.) Merr.",2537339,6,4
"Toxicopueraria peduncularis","(Benth.) A.N.Egan & B.Pan",3003407,0,0
"Neustanthus phaseoloides","(Roxb.) Benth.",2383113,12,10
"Teyleria stricta","(Kurz) A.N.Egan & B.Pan",3003408,0,0
"Haymondia wallichii","(DC.) A.N.Egan & B.Pan",3002351,1,
"Pugionium cornutum","(L.) Gaertn.",2412376,0,0
"Pugionium dolabratum","Maxim.",2412382,0,0
"Pulicaria chrysantha","(Diels) Y.Ling",3113577,0,0
"Pulicaria insignis","J.R.Drumm. ex Dunn",3113645,0,0
"Pulicaria vulgaris","Gaertn.",3113723,14,8
"Pulmonaria mollis subsp. mollissima","(A.Kern.) Nyman",3234705,10,5
"Pulsatilla ambigua","(Turcz. ex Hayek) Z?melis & Paegle",2544532,19,9
"Pulsatilla campanella","(Regel & Tiling) Fisch. ex Krylov",2544430,18,9
"Pulsatilla cernua","(Thunb.) Chaz.",2544433,10,6
"Pulsatilla chinensis","(Bunge) Regel",2544429,7,5
"Pulsatilla dahurica","(Fisch. ex DC.) Spreng.",2544408,10,6
"Pulsatilla kostyczewii","(Korsh.) Juz.",2544557,3,2
"Pulsatilla millefolia","(Hemsl. & E.H.Wilson) Ulbr.",2544562,0,0
"Pulsatilla patens","(L.) Mill.",2544200,50,20
"Pulsatilla sukaczewii","Juz.",2544239,4,2
"Pulsatilla tenuiloba","(Turcz.) Juz.",2544217,2,2
"Pulsatilla turczaninovii","Krylov & Serg.",2544223,16,9
"Putranjiva formosana","Kaneh. & Sasaki ex Shimada",171009,0,0
"Pyankovia affinis","(C.A.Mey. ex Schrenk) Mosyakin & Roalson",3229106,0,0
"Pycnarrhena lucida","(Teijsm. & Binn.) Miq.",2547737,1,1
"Pycnarrhena poilanei","(Gagnep.) Forman",2547717,0,0
"Pycnoplinthus uniflora","(Hook.f. & Thomson) O.E.Schulz",2412385,0,0
"Pycnospora lutescens","(Poir.) Schindl.",2537247,0,0
"Cyperus delavayi","(C.B.Clarke) Kük.",236283,0,0
"Cyperus diaphanus","Schrad.",236330,0,0
"Cyperus flavidus","Retz.",236673,3,2
"Cyperus polystachyos","Rottb.",238064,8,5
"Cyperus pumilus","L.",238179,2,1
"Cyperus sanguinolentus","Vahl",238418,8,4
"Cyperus setiformis","Korsh.",238539,0,0
"Cyperus sulcinux","C.B.Clarke",238719,0,0
"Cyperus unioloides","R.Br.",238955,0,0
"Prunus arborea var. montana","(Hook.f.) Kalkman",2958836,0,0
"Pyracantha angustifolia","(Franch.) C.K.Schneid.",2962674,99,29
"Pyracantha crenulata","(D.Don) M.Roem.",2962685,200,37
"Pyracantha densiflora","T.T.Yu",2962694,0,0
"Pyracantha inermis","J.E.Vidal",2962701,0,0
"Pyracantha koidzumii","(Hayata) Rehder",2962702,20,13
"Pyrenacantha volubilis","Wight",2552845,0,0
"Pyrenaria diospyricarpa","Kurz",2552194,0,0
"Pyrenaria hirta","(Hand.-Mazz.) H.Keng",2541537,0,0
"Pyrenaria jonquieriana","Laness.",2541540,0,0
"Pyrenaria khasiana","R.N.Paul",2541541,0,0
"Pyrenaria kwangsiensis","Hung T.Chang",2541543,0,0
"Pyrenaria maculatoclada","(Y.K.Li) S.X.Yang",2554527,0,0
"Pyrenaria menglaensis","G.D.Tao",2541548,0,0
"Pyrenaria microcarpa","(Dunn) H.Keng",2541549,2,1
"Pyrenaria oblongicarpa","Hung T.Chang",2552172,0,0
"Pyrenaria pingpienensis","(Hung T.Chang) S.X.Yang & T.L.Ming",2552177,0,0
"Pyrenaria sophiae","(Hu) S.X.Yang & T.L.Ming",2552159,0,0
"Pyrenaria spectabilis","(Champ.) C.Y.Wu & S.X.Yang",2554526,3,1
"Pyrenaria wuana","(Hung T.Chang) S.X.Yang",2554524,0,0
"Pyrgophyllum yunnanense","(Gagnep.) T.L.Wu & Z.Y.Chen",260511,2,2
"Pyrola alboreticulata","Hayata",2410842,0,0
"Pyrola asarifolia","Michx.",2410874,7,4
"Pyrola atropurpurea","Franch.",2410871,0,0
"Pyrola calliantha","Andres",2410864,0,0
"Pyrola chlorantha","Sw.",2410797,3,2
"Pyrola corbierei","H.Lév.",2410789,0,0
"Pyrola dahurica","(Andres) Kom.",2410785,0,0
"Pyrola decorata","Andres",2410783,0,0
"Pyrola elegantula","Andres",2410828,0,0
"Pyrola forrestiana","Andres",2410823,0,0
"Pyrola japonica","Alef.",2999990,1,1
"Pyrola macrocalyx","Ohwi",2410554,0,0
"Pyrola markonica","Y.L.Chou & R.C.Zhou",2410549,0,0
"Pyrola mattfeldiana","Andres",2410548,0,0
"Pyrola media","Sw.",2410546,7,2
"Pyrola minor","L.",2410543,20,10
"Pyrola morrisonensis","(Hayata) Hayata",2410534,0,0
"Pyrola renifolia","Maxim.",2410567,0,0
"Pyrola rotundifolia","L.",2410818,46,17
"Pyrola rugosa","Andres",2410799,0,0
"Pyrola shanxiensis","Y.L.Chou & R.C.Zhou",2410529,0,0
"Pyrola sororia","Andres",2410502,0,0
"Pyrola szechuanica","Andres",2410496,0,0
"Pyrola tschanbaischanica","Y.L.Chou & Y.L.Chang",2410492,0,0
"Pyrola xinjiangensis","Y.L.Chou & R.C.Zhou",2410481,0,0
"Pyrularia edulis","A.DC.",2543417,1,1
"Pyrus betulifolia","Bunge",2963012,44,17
"Pyrus bretschneideri","Rehder",2963033,20,11
"Pyrus calleryana","Decne.",2963049,397,69
"Pyrus hopeiensis","T.T.Yu",2963519,0,0
"Pyrus pashia","Buch.-Ham. ex D.Don",2963938,35,17
"Pyrus phaeocarpa","Rehder",2963952,9,5
"Pyrus pseudopashia","T.T.Yu",2964016,0,0
"Pyrus pyrifolia","(Burm.f.) Nakai",2964116,81,33
"Pyrus × sinkiangensis","T.T.Yu",2964283,1,1
"Pyrus ussuriensis","Maxim.",2964363,133,40
"Pyrus xerophila","T.T.Yu",2964413,0,0
"Quercus acrodonta","Seemen",171401,0,0
"Quercus acutissima","Carruth.",171430,143,48
"Quercus aliena","Blume",171522,10,5
"Quercus aquifolioides","Rehder & E.H.Wilson",171635,1,1
"Quercus baronii","Skan",171746,3,2
"Quercus bawanglingensis","C.C.Huang, Ze X.Li & F.W.Xing",171757,0,0
"Quercus chenii","Nakai",172115,8,5
"Quercus cocciferoides","Hand.-Mazz.",172240,0,0
"Quercus dentata","Thunb.",172460,30,10
"Quercus dolicholepis","A.Camus",172530,2,2
"Quercus engleriana","Seemen",172645,1,1
"Quercus fabrei","Hance",172686,9,4
"Quercus franchetii","Skan",172814,3,2
"Quercus griffithii","Hook.f. & Thomson ex Miq.",172995,4,3
"Quercus guyavifolia","H.Lév.",173011,3,2
"Quercus kingiana","Craib",173436,2,1
"Quercus lanata","Sm.",173491,8,4
"Quercus lodicosa","O.E.Warb. & E.F.Warb.",173689,0,0
"Quercus marlipoensis","Hu & W.C.Cheng",173879,0,0
"Quercus mongolica","Fisch. ex Ledeb.",173983,59,19
"Quercus monimotricha","(Hand.-Mazz.) Hand.-Mazz.",173998,1,1
"Quercus oxyphylla","(E.H.Wilson) Hand.-Mazz.",174216,0,0
"Quercus phillyreoides","A.Gray",174430,69,22
"Quercus rehderiana","Hand.-Mazz.",174688,1,1
"Quercus semecarpifolia","Sm.",175022,5,3
"Quercus senescens","Hand.-Mazz.",175037,0,0
"Quercus serrata","Murray",175048,57,26
"Quercus setulosa","Hickel & A.Camus",175140,0,0
"Quercus spinosa","David",175228,0,0
"Quercus tarokoensis","Hayata",175432,0,0
"Quercus utilis","Hu & W.C.Cheng",175643,0,0
"Quercus variabilis","Blume",175660,57,26
"Quercus dentata subsp. yunnanensis","(Franch.) Menitsky",172473,3,3
"Combretum densiflorum","(Wall. ex Planch.) I.M.Turner",3243439,0,0
"Combretum indicum","(L.) DeFilipps",2732680,67,40
"Radermachera frondosa","Chun & F.C.How",317268,4,2
"Radermachera glandulosa","(Blume) Miq.",317272,4,3
"Radermachera hainanensis","Merr.",317274,2,2
"Radermachera microcalyx","C.Y.Wu & W.C.Yin",317280,0,0
"Radermachera pentandra","Hemsl.",317285,1,
"Radermachera sinica","(Hance) Hemsl.",317294,29,15
"Radermachera yunnanensis","C.Y.Wu & W.C.Yin",317302,1,1
"Ranunculus microphyllus","Hand.-Mazz.",2526535,0,0
"Ranunculus alberti","Regel & Schmalh.",2524573,0,0
"Ranunculus altaicus","Laxm.",2524241,3,3
"Ranunculus amurensis","Kom.",2524276,0,0
"Ranunculus balangshanicus","W.T.Wang",2524995,0,0
"Ranunculus balikunensis","J.G.Liou",2524993,0,0
"Ranunculus banguoensis","L.Liu",2525005,0,0
"Ranunculus propinquus subsp. subborealis","(Tzvelev) Kuvaev",2605353,2,2
"Ranunculus brotherusii","Freyn",2524701,3,2
"Ranunculus cangshanicus","W.T.Wang",2524825,0,0
"Ranunculus cantoniensis","DC.",2524826,1,1
"Ranunculus changpingensis","W.T.Wang",2524856,0,0
"Ranunculus cheirophyllus","Hayata",2524858,0,0
"Ranunculus chinghoensis","L.Liu",2524853,0,0
"Ranunculus chuanchingensis","L.Liu",2523509,0,0
"Ranunculus cuneifolius","Maxim.",2522480,0,0
"Ranunculus densiciliatus","W.T.Wang",2523658,0,0
"Ranunculus dielsianus","Ulbr.",2523313,0,0
"Ranunculus diffusus","DC.",2523316,0,0
"Ranunculus dingjiensis","L.Liu",2523317,0,0
"Ranunculus distans","D.Don",2523301,3,2
"Ranunculus dongrergensis","Hand.-Mazz.",2523352,1,1
"Ranunculus felixii","H.Lév.",2523479,0,0
"Ranunculus formosa-montanus","Ohwi",2523361,1,1
"Ranunculus franchetii","H.Boissieu",2523403,0,0
"Ranunculus fraternus","Schrenk ex Fisch. & C.A.Mey.",2523404,0,0
"Ranunculus furcatifidus","W.T.Wang",2523991,0,0
"Ranunculus gelidus","Kar. & Kir.",2523394,0,0
"Ranunculus glabricaulis","(Hand.-Mazz.) L.Liu",2524017,0,0
"Ranunculus glacialiformis","Hand.-Mazz.",2524013,0,0
"Ranunculus glareosus","Hand.-Mazz.",2524005,0,0
"Ranunculus gmelinii","DC.",2524002,1,
"Ranunculus grandifolius","C.A.Mey.",2523899,1,
"Ranunculus grandis","Honda",2523910,0,0
"Ranunculus hamiensis","J.G.Liu",2524109,0,0
"Ranunculus hejingensis","W.T.Wang",2524105,0,0
"Ranunculus hetianensis","L.Liu",2524148,0,0
"Ranunculus hirtellus","Royle",2524127,0,0
"Ranunculus humillimus","W.T.Wang",2524066,0,0
"Ranunculus indivisus","(Maxim.) Hand.-Mazz.",2523760,0,0
"Ranunculus intramongolicus","Y.Z.Zhao",2523752,0,0
"Ranunculus japonicus","Thunb.",2522537,2,2
"Ranunculus jingyuanensis","W.T.Wang",2522543,0,0
"Ranunculus junipericola","Ohwi",2523695,0,0
"Ranunculus kunlunshanicus","J.G.Liu",2523838,0,0
"Ranunculus kunmingensis","W.T.Wang",2523848,0,0
"Ranunculus limprichtii","Ulbr.",2526467,0,0
"Ranunculus lingua","L.",2526473,61,16
"Ranunculus luoergaiensis","L.Liu",2526459,0,0
"Ranunculus mainlingensis","W.T.Wang",2526419,0,0
"Ranunculus membranaceus","Royle",2526638,0,0
"Ranunculus menyuanensis","W.T.Wang",2526613,0,0
"Ranunculus polyanthemos subsp. polyanthemos",,3260064,0,0
"Ranunculus micronivalis","Hand.-Mazz.",2526539,0,0
"Ranunculus monophyllus","Ovcz.",2526558,1,1
"Ranunculus morii","(Yamam.) Ohwi",2526223,0,0
"Ranunculus munroanus","J.R.Drumm. ex Dunn",2526243,0,0
"Ranunculus muscigenus","W.T.Wang",2526241,0,0
"Ranunculus nankotaizanus","Ohwi",2526248,0,0
"Ranunculus natans","C.A.Mey.",2526234,0,0
"Ranunculus nematolobus","Hand.-Mazz.",2526146,0,0
"Ranunculus pulchellus var. pulchellus",,3260053,2,2
"Ranunculus nyalamensis","W.T.Wang",2526174,0,0
"Ranunculus paishanensis","Kitag.",2526309,0,0
"Ranunculus pectinatilobus","W.T.Wang",2527007,0,0
"Ranunculus pedatifidus","Sm.",2526911,2,1
"Ranunculus pedicellatus","Hand.-Mazz.",2526928,0,0
"Ranunculus pegaeus","Hand.-Mazz.",2526924,0,0
"Ranunculus petrogeiton","Ulbr.",2527119,0,0
"Ranunculus pianmaensis","W.T.Wang",2897198,0,0
"Ranunculus platypetalus","(Hand.-Mazz.) Hand.-Mazz.",2527129,0,0
"Ranunculus platyspermus","Fisch. ex DC.",2527127,0,0
"Ranunculus podocarpus","W.T.Wang",2527131,0,0
"Ranunculus polii","Franch. ex F.B.Forbes & Hemsl.",2527135,0,0
"Ranunculus polyanthemos","L.",2527047,25,13
"Ranunculus polyrhizos","Stephan ex Willd.",2527027,0,0
"Ranunculus popovii","Ovcz.",2527075,0,0
"Ranunculus potaninii","Kom.",2527087,0,0
"Ranunculus pseudolobatus","L.Liu",2526762,0,0
"Ranunculus pseudopygmaeus","Hand.-Mazz.",2526752,0,0
"Ranunculus pulchellus","Ledeb. ex Spreng.",2526661,0,0
"Ranunculus radicans","C.A.Mey.",2524431,0,0
"Ranunculus regelianus","Ovcz.",2526679,0,0
"Ranunculus repens","L.",2526688,80,31
"Ranunculus reptans","L.",2526697,11,8
"Ranunculus rigescens","Turcz. ex Trautv.",2526853,0,0
"Ranunculus rubrocalyx","Regel ex Kom.",2526893,0,0
"Ranunculus rufosepalus","Franch.",2526867,0,0
"Ranunculus sceleratus","L.",2526806,43,17
"Ranunculus sieboldii","Miq.",2525428,0,0
"Ranunculus silerifolius","H.Lév.",2525370,0,0
"Ranunculus similis","Hemsl.",2525351,0,0
"Ranunculus sinovaginatus","W.T.Wang",2525359,0,0
"Ranunculus smirnovii","Ovcz.",2525398,0,0
"Ranunculus songaricus","Schrenk",2525413,0,0
"Ranunculus stenorhynchus","Franch.",2525559,0,0
"Ranunculus submarginatus","Ovcz.",2525558,0,0
"Ranunculus tachiroi","Franch. & Sav.",2525514,0,0
"Ranunculus taisanensis","Hayata",2525517,0,0
"Ranunculus brotherusii var. tanguticus","(Maxim.) Tamura",2891136,0,0
"Ranunculus trigonus","Hand.-Mazz.",2524633,0,0
"Ranunculus ternatus","Thunb.",2525194,0,0
"Ranunculus tetrandrus","W.T.Wang",2525208,0,0
"Ranunculus transiliensis","Popov ex Gamajun.",2525113,0,0
"Ranunculus triangularis","W.T.Wang",2524648,0,0
"Ranunculus wangianus","Q.E.Yang",2525325,0,0
"Ranunculus xinningensis","W.T.Wang",2525247,0,0
"Ranunculus yaoanus","W.T.Wang",2525251,0,0
"Ranunculus yechengensis","W.T.Wang",2525246,0,0
"Ranunculus yunnanensis","Franch.",2525224,0,0
"Ranunculus zhungdianensis","W.T.Wang",2525232,0,0
"Raphiocarpus maguanensis","Y.M.Shui & W.H.Chen",2900533,1,1
"Cynanchum hooperianum","(Blume) Liede & Khanum",520441,2,2
"Cynanchum pulchellum","(Wall.) Liede & Khanum",520426,4,4
"Rauvolfia serpentina","(L.) Benth. ex Kurz",176968,46,22
"Rauvolfia tiaolushanensis","Tsiang",176988,0,0
"Rauvolfia verticillata","(Lour.) Baill.",176992,18,10
"Reaumuria alternifolia","(Labill.) Britten",2527897,7,5
"Reaumuria kaschgarica","Rupr.",2527883,0,0
"Reaumuria songarica","(Pall.) Maxim.",2527807,0,0
"Reaumuria trigyna","Maxim.",2527780,0,0
"Reevesia thyrsoidea","Lindl.",2528073,16,7
"Reevesia glaucophylla","H.H.Hsue",2528094,0,0
"Reevesia lumlingensis","H.H.Hsue ex S.J.Xu",2528090,0,0
"Reevesia orbicularifolia","H.H.Hsue",2528093,0,0
"Reevesia pubescens","Mast.",2528086,0,0
"Reevesia rotundifolia","Chun",2528067,0,0
"Reevesia rubronervia","H.H.Hsue",2528068,0,0
"Reevesia tomentosa","H.L.Li",2528074,0,0
"Rehderodendron microcarpum","K.M.Feng",2527891,0,0
"Rehderodendron indochinense","H.L.Li",2527877,1,1
"Rehderodendron kwangtungense","Chun",2527844,1,1
"Rehderodendron kweichowense","Hu",2527869,1,1
"Rehderodendron macrocarpum","Hu",2527888,13,8
"Rehmannia chingii","H.L.Li",2527241,0,0
"Rehmannia piasezkii","Maxim.",2527250,41,16
"Rehmannia glutinosa","(Gaertn.) DC.",2527243,14,8
"Rehmannia henryi","N.E.Br.",2527245,3,2
"Rehmannia solanifolia","P.C.Tsoong & T.L.Chin",2527252,0,0
"Reineckea carnea","(Andrews) Kunth",286758,72,28
"Reinwardtia indica","Dumort.",2428366,65,20
"Reinwardtiodendron humile","(Hassk.) Mabb.",2425374,1,1
"Cyperus pedunculatus","(R.Br.) J.Kern",237937,2,
"Remusatia hookeriana","Schott",177292,6,3
"Remusatia pumila","(D.Don) H.Li & A.Hay",177294,12,7
"Remusatia vivipara","(Roxb.) Schott",177295,37,16
"Remusatia yunnanensis","(H.Li & A.Hay) A.Hay",177296,1,
"Renanthera coccinea","Lour.",177315,27,18
"Renanthera imschootiana","Rolfe",177325,16,8
"Reynoutria japonica","Houtt.",2428745,57,18
"Rhabdothamnopsis sinensis","Hemsl.",2416585,1,1
"Rhamnella caudata","Merr.",2525648,0,0
"Rhamnella forrestii","W.W.Sm.",2525640,0,0
"Rhamnella franguloides","(Maxim.) Weberb.",2525658,21,12
"Rhamnella gilgitica","Mansf. & Melch.",2525659,0,0
"Rhamnella julianae","C.K.Schneid.",2525663,0,0
"Rhamnella martini","(H.Lév.) C.K.Schneid.",2525657,0,0
"Rhamnella rubrinervis","(H.Lév.) Rehder",2525668,0,0
"Rhamnella wilsonii","C.K.Schneid.",2525671,0,0
"Rhamnoneuron balansae","(Maury) Gilg",2527810,0,0
"Rhamnus arguta","Maxim.",2525762,3,3
"Rhamnus aurea","Heppeler",2525763,0,0
"Rhamnus bodinieri","H.Lév.",2525791,0,0
"Rhamnus brachypoda","C.Y.Wu",2525787,0,0
"Rhamnus bungeana","J.J.Vassil.",2525801,0,0
"Rhamnus coriophylla","Hand.-Mazz.",2523053,0,0
"Frangula crenata","(Siebold & Zucc.) Miq.",2814062,6,2
"Rhamnus davurica","Pall.",2523036,66,19
"Rhamnus rugulosa","Hemsl.",2522694,15,10
"Rhamnus dumetorum","C.K.Schneid.",2522935,0,0
"Rhamnus esquirolii","H.Lév.",2522965,0,0
"Rhamnus flavescens","Y.L.Chen & P.K.Chou",2522980,0,0
