"taxon_name","taxon_authors","accepted_plant_name_id","number_records","number_tdwg3"
"Actinidia stellatopilosa","C.Y.Chang",2620789,0,0
"Actinidia styracifolia","C.F.Liang",2620791,0,0
"Actinidia suberifolia","C.Y.Wu",2620792,0,0
"Actinidia tetramera","Maxim.",2620795,2,2
"Actinidia trichogyna","Franch.",2620799,0,0
"Actinidia ulmifolia","C.F.Liang",2620801,0,0
"Actinidia umbelloides","C.F.Liang",2620802,0,0
"Actinidia valvata","Dunn",2620804,1,
"Actinidia venosa","Rehder",2620807,0,0
"Actinidia vitifolia","C.Y.Wu",2620810,1,1
"Actinidia zhejiangensis","C.F.Liang",2620813,0,0
"Actinocarya tibetica","C.B.Clarke",3013983,0,0
"Actinodaphne acuminata","(Blume) Meisn.",2620828,0,0
"Actinodaphne cupularis","(Hemsl.) Gamble",2620863,0,0
"Actinodaphne forrestii","(C.K.Allen) Kosterm.",2620873,0,0
"Actinodaphne glaucina","C.K.Allen",2620882,0,0
"Actinodaphne henryi","Gamble",2620886,0,0
"Actinodaphne koshepangii","Chun ex Hung T.Chang",2620898,0,0
"Actinodaphne kweichowensis","Yen C.Yang & P.H.Huang",2620901,0,0
"Actinodaphne lecomtei","C.K.Allen",2620907,0,0
"Actinodaphne menghaiensis","J.Li",2620923,0,0
"Actinodaphne mushaensis","(Hayata) Hayata",2620934,0,0
"Actinodaphne obovata","(Nees) Blume",2620940,0,0
"Actinodaphne obscurinervia","Yen C.Yang & P.H.Huang",2620941,0,0
"Actinodaphne omeiensis","(H.Liu) C.K.Allen",2620945,0,0
"Actinodaphne paotingensis","Yen C.Yang & P.H.Huang",2620946,0,0
"Actinodaphne pilosa","(Lour.) Merr.",2620954,0,0
"Actinodaphne trichocarpa","C.K.Allen",2620994,0,0
"Actinodaphne tsaii","Hu",2620995,0,0
"Actinoschoenus aphyllus","(Vahl) Larridon",494676,0,0
"Actinoschoenus yunnanensis","(C.B.Clarke) Y.C.Tang",464314,0,0
"Actinoscirpus grossus","(L.f.) Goetgh. & D.A.Simpson",217752,2,2
"Actinostemma tenerum","Griff.",2621029,1,1
"Adenanthera microsperma","Teijsm. & Binn.",2621327,11,9
"Adenia cardiophylla","(Mast.) Engl.",2621436,0,0
"Adenia heterophylla","(Blume) Koord.",2621486,2,1
"Adenia penangiana","(Wall. ex G.Don) W.J.de Wilde",2621558,0,0
"Adenocaulon himalaicum","Edgew.",3039405,3,3
"Adenophora amurica","C.X.Fu & M.Y.Liu",360201,0,0
"Adenophora brevidiscifera","D.Y.Hong",360211,0,0
"Adenophora capillaris","Hemsl.",360216,1,1
"Adenophora coelestis","Diels",360222,3,3
"Adenophora cordifolia","D.Y.Hong",360236,0,0
"Adenophora divaricata","Franch. & Sav.",360252,4,3
"Adenophora elata","Nannf.",360257,0,0
"Adenophora gmelinii","(Biehler) Fisch.",360267,5,4
"Adenophora himalayana","Feer",360279,4,2
"Adenophora hubeiensis","D.Y.Hong",360283,0,0
"Adenophora jasionifolia","Franch.",360294,4,1
"Adenophora khasiana","(Hook.f. & Thomson) Collett & Hemsl.",360296,24,12
"Adenophora lamarckii","Fisch.",360300,7,5
"Adenophora liliifolia","(L.) A.DC.",360310,68,21
"Adenophora liliifolioides","Pax & K.Hoffm.",360326,0,0
"Adenophora lobophylla","D.Y.Hong",360327,0,0
"Adenophora longipedicellata","D.Y.Hong",360328,0,0
"Adenophora micrantha","D.Y.Hong",360339,0,0
"Adenophora morrisonensis","Hayata",360347,4,3
"Adenophora ningxianica","S.Ge & D.Y.Hong",360360,0,0
"Adenophora palustris","Kom.",360372,1,1
"Adenophora pereskiifolia","(Fisch. ex Schult.) G.Don",360382,23,10
"Adenophora petiolata","Pax & K.Hoffm.",360403,2,1
"Adenophora pinifolia","Kitag.",360406,0,0
"Adenophora polyantha","Nakai",360407,10,5
"Adenophora potaninii","Korsh.",360436,17,11
"Adenophora remotiflora","(Siebold & Zucc.) Miq.",360454,8,5
"Adenophora rupincola","Hemsl.",360472,0,0
"Adenophora sinensis","A.DC.",360476,1,
"Adenophora stenanthina","(Ledeb.) Kitag.",360481,4,4
"Adenophora stenophylla","Hemsl.",360488,1,1
"Adenophora stricta","Miq.",360489,4,2
"Adenophora triphylla","(Thunb.) A.DC.",360531,30,12
"Adenophora trachelioides","Maxim.",360526,0,0
"Adenophora tricuspidata","(Fisch. ex Schult.) A.DC.",360530,11,5
"Adenophora wilsonii","Nannf.",360609,0,0
"Adenophora wulingshanica","D.Y.Hong",360610,0,0
"Adenosma glutinosa","(L.) Druce",2621888,2,1
"Adenosma indiana","(Lour.) Merr.",2621893,3,1
"Adenosma javanica","(Blume) Koord.",2621895,1,1
"Adenosma retusiloba","P.C.Tsoong & T.L.Chin",2621908,0,0
"Adenostemma lavenia","(L.) Kuntze",3128876,2,2
"Adina pilulifera","(Lam.) Franch. ex Drake",3268,3,2
"Adina pubicostata","Merr.",3273,0,0
"Adina rubella","Hance",3275,11,10
"Adinandra angustifolia","(S.H.Chun ex H.G.Ye) B.M.Barthol. & T.L.Ming",2606117,0,0
"Adinandra bockiana","E.Pritz. ex Diels",2622748,1,
"Adinandra elegans","F.C.How & W.C.Ko ex Hung T.Chang",2622781,0,0
"Adinandra epunctata","Merr. & Chun",2622784,0,0
"Adinandra filipes","Merr. ex Kobuski",2622787,0,0
"Adinandra formosana","Hayata",2622789,0,0
"Adinandra glischroloma","Hand.-Mazz.",2622792,3,3
"Adinandra grandis","L.K.Ling",2622797,0,0
"Adinandra hainanensis","Hayata",2622801,0,0
"Adinandra hirta","Gagnep.",2622804,0,0
"Adinandra howii","Merr. & Chun",2622806,0,0
"Adinandra integerrima","T.Anderson ex Dyer",2622812,0,0
"Adinandra lancipetala","L.K.Ling",2622826,0,0
"Adinandra lasiostyla","Hayata",2622830,0,0
"Adinandra latifolia","L.K.Ling",2622831,0,0
"Adinandra megaphylla","Hu",2622851,0,0
"Adinandra millettii","(Hook. & Arn.) Benth. & Hook.f. ex Hance",2622856,5,3
"Adinandra nigroglandulosa","L.K.Ling",2622863,0,0
"Adinandra nitida","Merr. ex H.L.Li",2622865,0,0
"Adinandra pingbianensis","L.K.Ling",2622876,0,0
"Adinandra retusa","D.Fang & D.H.Qin",2622882,0,0
"Adlumia asiatica","Ohwi",2622941,4,1
"Adonis aestivalis","L.",2623039,57,26
"Adonis amurensis","Regel & Radde",2623058,47,16
"Adonis bobroviana","Simonov.",2623091,0,0
"Adonis chrysocyathus","Hook.f. & Thomson",2623101,4,2
"Adonis coerulea","Maxim.",2623093,0,0
"Adonis davidi","Franch.",2623114,10,4
"Adonis ramosa","Franch.",2623193,1,1
"Adonis apennina","L.",2623075,7,3
"Adonis sutchuenensis","Franch.",2623203,2,1
"Adonis tianschanica","(Adolf) Lipsch.",2623204,0,0
"Adoxa moschatellina","L.",2623230,48,15
"Adoxa omeiensis","H.Hara",2623235,0,0
"Aegiceras corniculatum","(L.) Blanco",2623413,13,7
"Aeginetia acaulis","(Roxb.) Walp.",2623426,1,1
"Aeginetia indica","L.",2623431,17,6
"Aeginetia sinensis","Beck",2623448,0,0
"Aegopodium alpestre","Ledeb.",2623487,1,1
"Aegopodium handelii","H.Wolff",2623494,0,0
"Aegopodium henryi","Diels",2623495,0,0
"Aegopodium latifolium","Turcz.",2623498,0,0
"Aegopodium tadshikorum","Schischk.",2623502,0,0
"Aeluropus littoralis","(Gouan) Parl.",388026,4,2
"Aeluropus pilosus","(H.L.Yang) S.L.Chen & X.L.Yang",388053,0,0
"Aerides falcata","Lindl. & Paxton",4067,15,5
"Vanda flabellata","(Rolfe ex Downie) Christenson",211464,3,1
"Aerides odorata","Lour.",4130,38,22
"Aerides rosea","Lodd. ex Lindl. & Paxton",4163,9,6
"Aeridostachya robusta","(Blume) Brieger",4234,2,2
"Ouret glabrata","(Hook.f.) Kuntze",2447740,0,0
"Ouret sanguinolenta","(L.) Kuntze",2447726,17,8
"Aeschynanthus acuminatissimus","W.T.Wang",2623754,1,1
"Aeschynanthus acuminatus","Wall. ex A.DC.",2623756,4,3
"Aeschynanthus andersonii","C.B.Clarke",2623762,5,3
"Aeschynanthus angustioblongus","W.T.Wang",2623764,1,1
"Aeschynanthus angustissimus","(W.T.Wang) W.T.Wang",2623765,0,0
"Aeschynanthus micranthus","C.B.Clarke",2623907,7,4
"Aeschynanthus bracteatus","Wall. ex A.DC.",2623784,3,2
"Aeschynanthus buxifolius","Hemsl.",2623791,6,4
"Aeschynanthus chiritoides","C.B.Clarke",2623801,1,1
"Aeschynanthus parasiticus","(Roxb.) Wall.",2623936,11,9
"Aeschynanthus gracilis","C.S.P.Parish ex C.B.Clarke",2623845,0,0
"Aeschynanthus hookeri","C.B.Clarke",2623855,1,1
"Aeschynanthus humilis","Hemsl.",2623860,2,2
"Aeschynanthus lancilimbus","W.T.Wang",2623872,1,1
"Aeschynanthus lasianthus","W.T.Wang",2623873,0,0
"Aeschynanthus lasiocalyx","W.T.Wang",2623874,0,0
"Aeschynanthus linearifolius","C.E.C.Fisch.",2623880,1,1
"Aeschynanthus lineatus","Craib",2623883,3,2
"Aeschynanthus longicaulis","Wall. ex R.Br.",2623890,28,14
"Aeschynanthus parviflorus","(D.Don) Spreng.",2623938,7,6
"Aeschynanthus medogensis","W.T.Wang",2623904,0,0
"Aeschynanthus mengxingensis","W.T.Wang",2623905,0,0
"Aeschynanthus moningerae","(Merr.) Chun",2623916,0,0
"Aeschynanthus planipetiolatus","H.W.Li",2623953,0,0
"Aeschynanthus poilanei","Pellegr.",2623955,0,0
"Aeschynanthus sinolongicalyx","W.T.Wang",2623979,0,0
"Aeschynanthus stenosepalus","J.Anthony",2623987,1,
"Aeschynanthus superbus","C.B.Clarke",2623991,0,0
"Aeschynanthus tengchungensis","W.T.Wang",2623994,2,1
"Aeschynanthus tubulosus","J.Anthony",2624004,0,0
"Aeschynanthus wardii","Merr.",2624010,0,0
"Aeschynomene indica","L.",2624200,15,10
"Aesculus assamica","Griff.",2624475,8,6
"Aesculus chinensis","Bunge",2624488,43,18
"Padbruggea filipes","(Dunn) Craib",2531784,1,1
"Aganope dinghuensis","(P.Y.Chen) T.C.Chen & Pedley",2899121,0,0
"Aganope thyrsiflora","(Benth.) Polhill",2625264,2,2
"Aganosma breviloba","Kerr",4403,0,0
"Aganosma cymosa","(Roxb.) G.Don",4408,4,2
"Amphineurion marginatum","(Roxb.) D.J.Middleton",343529,4,3
"Aganosma schlechteriana","H.Lév.",4434,0,0
"Aganosma siamensis","Craib",4437,1,1
"Agapetes aborensis","Airy Shaw",2625268,0,0
"Agapetes angulata","(Griff.) Benth. & Hook.f.",2625276,0,0
"Agapetes anonyma","Airy Shaw",2625278,0,0
"Agapetes brachypoda","Airy Shaw",2625285,0,0
"Agapetes brandisiana","W.E.Evans",2625288,0,0
"Agapetes megacarpa var. megacarpa",,3261727,0,0
"Agapetes buxifolia","Nutt. ex Hook.f.",2625295,7,4
"Agapetes camelliifolia","S.H.Huang",2625296,0,0
"Agapetes ciliata","S.H.Huang",2625301,0,0
"Agapetes discolor","C.B.Clarke",2625307,0,0
"Agapetes epacridea","Airy Shaw",2625312,0,0
"Agapetes flava","(Hook.f.) Sleumer",2625315,3,2
"Agapetes forrestii","W.E.Evans",2625318,1,
"Agapetes graciliflora","R.C.Fang",2625321,0,0
"Agapetes griffithii","C.B.Clarke",2625323,0,0
"Agapetes guangxiensis","D.Fang",2625324,0,0
"Agapetes hyalocheilos","Airy Shaw",2625331,0,0
"Agapetes incurvata","(Griff.) Sleumer",2625332,5,2
"Agapetes inopinata","Airy Shaw",2625333,1,1
"Agapetes interdicta","(Hand.-Mazz.) Sleumer",2625334,0,0
"Agapetes lacei","Craib",2625339,1,1
"Agapetes atrosanguinea","Airy Shaw",2625280,0,0
"Agapetes leucocarpa","S.H.Huang",2625347,0,0
"Agapetes linearifolia","C.B.Clarke",2625348,0,0
"Agapetes listeri","(King ex C.B.Clarke) Sleumer",2625349,0,0
"Agapetes lobbii","C.B.Clarke",2625350,2,1
"Agapetes miniata","(Griff.) Benth. & Hook.f.",2625368,0,0
"Agapetes malipoensis","S.H.Huang",2625357,0,0
"Agapetes mannii","Hemsl.",2625359,3,2
"Agapetes marginata","Dunn",2625360,0,0
"Agapetes medogensis","S.H.Huang",2625361,0,0
"Agapetes miranda","Airy Shaw",2625369,0,0
"Agapetes mitrarioides","Hook.f. ex C.B.Clarke",2625370,0,0
"Agapetes neriifolia","(King & Prain) Airy Shaw",2625379,0,0
"Agapetes nutans","Dunn",2625380,0,0
"Agapetes oblonga","Craib",2625383,1,
"Agapetes obovata","(Wight) Benth. & Hook.f.",2625384,3,2
"Agapetes pensilis","Airy Shaw",2625391,0,0
"Vaccinium piliferum","(Hook.f. ex C.B.Clarke) Sleumer",2455980,0,0
"Agapetes praeclara","Marquand",2625397,0,0
"Agapetes praestigiosa","Airy Shaw",2625398,0,0
"Agapetes pseudogriffithii","Airy Shaw",2625401,0,0
"Agapetes pubiflora","Airy Shaw",2625403,0,0
"Agapetes pyrolifolia","Airy Shaw",2625405,0,0
"Agapetes refracta","Airy Shaw",2625407,0,0
"Agapetes rubrobracteata","R.C.Fang & S.H.Huang",2625410,1,
"Agapetes salicifolia","C.B.Clarke",2625416,0,0
"Agapetes serpens","(Wight) Sleumer",2625421,31,10
"Agapetes spissa","Airy Shaw",2625431,0,0
"Agapetes subsessilifolia","S.H.Huang, H.Sun & Z.K.Zhou",2625438,0,0
"Agastache rugosa","(Fisch. & C.A.Mey.) Kuntze",4494,75,30
"Agelaea trinervis","(Llanos) Merr.",2626051,0,0
"Aglaia edulis","(Roxb.) Wall.",2626278,3,3
"Aglaia elaeagnoidea","(A.Juss.) Benth.",2626281,7,5
"Aglaia lawii","(Wight) C.J.Saldanha",2626389,2,2
"Aglaia odorata","Lour.",2626465,23,15
"Aglaia perviridis","Hiern",2626493,0,0
"Aglaia rimosa","(Blanco) Merr.",2626531,0,0
"Aglaia spectabilis","(Miq.) S.S.Jain & S.Bennet",2626580,1,1
"Aglaia teysmanniana","(Miq.) Miq.",2626610,0,0
"Aglaonema modestum","Schott ex Engl.",4675,28,16
"Aglaonema simplex","Blume",4728,24,17
"Agrimonia coreana","Nakai",2938164,2,2
"Agrimonia eupatoria","L.",2907448,106,35
"Agrimonia pilosa","Ledeb.",2901782,23,10
"Agriophyllum lateriflorum","(Lam.) Moq.",2626689,0,0
"Agriophyllum minus","Fisch. & C.A.Mey. ex Fenzl",2626691,0,0
"Corispermum squarrosum","L.",2737753,9,6
"Agropyron cristatum","(L.) Gaertn.",388313,31,14
"Agropyron desertorum","(Fisch. ex Link) Schult.",388384,9,5
"Agropyron michnoi","Roshev.",388623,0,0
"Agropyron mongolicum","Keng",388631,0,0
"Agropyron fragile","(Roth) P.Candargy",388438,12,8
"Agrostis infirma","Buse",389754,0,0
"Agrostis brachiata","Munro ex Hook.f.",389300,0,0
"Agrostis canina","L.",389335,19,10
"Agrostis capillaris","L.",387729,54,21
"Agrostis clavata","Trin.",389400,0,0
"Agrostis divaricatissima","Mez",389514,0,0
"Agrostis dshungarica","(Tzvelev) Tzvelev",389519,0,0
"Agrostis flaccida","Hack.",389601,0,0
"Agrostis gigantea","Roth",389634,15,5
"Agrostis hookeriana","C.B.Clarke ex Hook.f.",389714,0,0
"Agrostis hugoniana","Rendle",389719,0,0
"Agrostis vinealis","Schreb.",390633,9,5
"Agrostis mackliniae","Bor",389873,0,0
"Agrostis micrantha","Steud.",389919,0,0
"Agrostis munroana","Aitch. & Hemsl.",389962,0,0
"Agrostis nervosa","Nees ex Trin.",389987,0,0
"Agrostis pilosula","Trin.",390097,0,0
"Agrostis sinocontracta","S.M.Phillips & S.L.Lu",390354,0,0
"Agrostis sinorupestris","L.Liu ex S.M.Phillips & S.L.Lu",390355,0,0
"Agrostis stolonifera","L.",390383,50,23
"Agrostophyllum callosum","Rchb.f.",4852,1,1
"Agrostophyllum inocephalum","(Schauer) Ames",4889,0,0
"Aidia canthioides","(Champ. ex Benth.) Masam.",5007,0,0
"Aidia cochinchinensis","Lour.",5010,5,3
"Aidia henryi","(E.Pritz.) T.Yamaz.",5028,1,
"Aidia oxyodonta","(Drake) T.Yamaz.",5048,0,0
"Aidia pycnantha","(Drake) Tirveng.",5057,0,0
"Aidia racemosa","(Cav.) Tirveng.",5059,2,1
"Aidia salicifolia","(H.L.Li) T.Yamaz.",5065,0,0
"Aidia yunnanensis","(Hutch.) T.Yamaz.",5081,0,0
"Ailanthus altissima","(Mill.) Swingle",2626815,500,79
"Ailanthus fordii","Noot.",2626830,0,0
"Ailanthus altissima var. altissima",,3261756,100,35
"Ailanthus integrifolia subsp. integrifolia",,3261757,0,0
"Ailanthus triphysa","(Dennst.) Alston",2626858,7,5
"Ainsliaea acerifolia","Sch.Bip.",3051096,4,2
"Ainsliaea angustata","C.C.Chang",3051097,0,0
"Ainsliaea apiculata","Sch.Bip.",3051100,1,1
"Ainsliaea aptera","DC.",3051105,0,0
"Ainsliaea apteroides","(C.C.Chang) Y.C.Tseng",3051107,0,0
"Ainsliaea asaroides","Y.S.Ye, J.Wang & H.G.Ye",3051108,0,0
"Ainsliaea bonatii","Beauverd",3051109,0,0
"Ainsliaea caesia","Hand.-Mazz.",3051114,0,0
"Ainsliaea cavaleriei","H.Lév.",3048268,0,0
"Ainsliaea chapaensis","Merr.",3048269,1,1
"Ainsliaea crassifolia","C.C.Chang",3048272,0,0
"Ainsliaea elegans","Hemsl.",3048275,0,0
"Ainsliaea foliosa","Hand.-Mazz.",3048279,0,0
"Ainsliaea fragrans","Champ. ex Benth.",3048285,0,0
"Ainsliaea fulvipes","Jeffrey & W.W.Sm.",3048289,0,0
"Ainsliaea glabra","Hemsl.",3048291,0,0
"Ainsliaea gracilis","Franch.",3048296,0,0
"Ainsliaea grossedentata","Franch.",3048297,0,0
"Ainsliaea henryi","Diels",3048034,1,
"Ainsliaea kawakamii","Hayata",3048039,0,0
"Ainsliaea latifolia","(D.Don) Sch.Bip.",3048314,3,2
"Ainsliaea macrocephala","(Mattf.) Y.C.Tseng",3048316,0,0
"Ainsliaea macroclinidioides","Hayata",3048322,0,0
"Ainsliaea mairei","H.Lév.",3048323,0,0
"Ainsliaea nana","Y.C.Tseng",3048324,0,0
"Ainsliaea nervosa","Franch.",3048325,1,1
"Ainsliaea parvifolia","Merr.",3048326,0,0
"Ainsliaea paucicapitata","Hayata",3048327,0,0
"Ainsliaea pertyoides","Franch.",3048329,0,0
"Ainsliaea pingbianensis","Y.C.Tseng",3048337,0,0
"Ainsliaea ramosa","Hemsl.",3048339,0,0
"Ainsliaea reflexa","Merr.",3048343,1,1
"Ainsliaea rubrinervis","C.C.Chang",3048344,0,0
"Ainsliaea smithii","Mattf.",3048345,0,0
"Ainsliaea spicata","Vaniot",3048347,0,0
"Ainsliaea trinervis","Y.C.Tseng",3048350,0,0
"Ainsliaea walkeri","Hook.f.",3048352,0,0
"Ainsliaea yunnanensis","Franch.",3048354,0,0
"Ajania achilleoides","(Turcz.) Poljakov ex Grubov",3107128,0,0
"Ajania adenantha","(Diels) Y.Ling & C.Shih",3107133,0,0
"Ajania alabasica","H.C.Fu",3107135,0,0
"Ajania amphiseriacea","(Hand.-Mazz.) C.Shih",3106928,0,0
"Ajania brachyantha","C.Shih",3106930,0,0
"Ajania breviloba","(Hand.-Mazz.) Y.Ling & C.Shih",3106935,0,0
"Ajania elegantula","(W.W.Sm.) C.Shih",3107137,0,0
"Ajania fastigiata","(C.Winkl.) Poljakov",3107141,0,0
"Ajania fruticulosa","(Ledeb.) Poljakov",3106046,1,
"Ajania gracilis","(Hook.f. & Thomson) Poljakov ex Tzvelev",3107150,0,0
"Ajania hypoleuca","Y.Ling ex C.Shih",3107154,0,0
"Ajania khartensis","(Dunn) C.Shih",3107165,0,0
"Ajania myriantha","(Franch.) Y.Ling ex C.Shih",3107179,0,0
"Ajania nematoloba","(Hand.-Mazz.) Y.Ling & C.Shih",3107182,0,0
"Ajania nitida","C.Shih",3107184,0,0
"Ajania nubigena","(Wall. ex DC.) Muldashev",3107190,0,0
"Ajania pallasiana","(Fisch. ex Besser) Poljakov",3107200,1,1
"Ajania parviflora","(Grüning) Y.Ling",3107204,0,0
"Ajania potaninii","(Krasch.) Poljakov",3107213,0,0
"Ajania przewalskii","Poljakov",3107215,0,0
"Ajania purpurea","C.Shih",3107217,0,0
"Ajania quercifolia","(W.W.Sm.) Y.Ling & C.Shih",3107222,0,0
"Ajania ramosa","(C.C.Chang) C.Shih",3107226,0,0
"Ajania remotipinna","(Hand.-Mazz.) Y.Ling & C.Shih",3107229,0,0
"Ajania salicifolia","(Mattf.) Poljakov",3107237,0,0
"Ajania scharnhorstii","(Regel & Schmalh.) Tzvelev",3107241,0,0
"Ajania sericea","C.Shih",3107244,0,0
"Ajania tenuifolia","(Jacquem. ex Besser) Tzvelev",3107261,0,0
"Ajania tibetica","(Hook.f. & Thomson ex C.B.Clarke) Tzvelev",3107266,3,2
"Ajania trifida","(Turcz.) Muldashev",3107271,0,0
"Ajania trilobata","Poljakov",3107274,1,1
"Ajania tripinnatisecta","Y.Ling & C.Shih",3107276,0,0
"Ajania truncata","(Hand.-Mazz.) Y.Ling ex C.Shih",3107278,0,0
"Ajania variifolia","(C.C.Chang) Tzvelev",3106148,1,1
"Ajuga campylantha","Diels",5184,0,0
"Ajuga campylanthoides","C.Y.Wu & C.Chen",5185,0,0
"Ajuga ciliata","Bunge",5223,0,0
"Ajuga decumbens","Thunb.",5241,1,1
"Ajuga dictyocarpa","Hayata",5253,0,0
"Ajuga forrestii","Diels",5262,0,0
"Ajuga linearifolia","Pamp.",5309,0,0
"Ajuga lobata","D.Don",5310,1,
"Ajuga lupulina","Maxim.",5312,2,2
"Ajuga macrosperma","Wall. ex Benth.",5317,2,1
"Ajuga multiflora","Bunge",5331,1,1
"Ajuga nipponensis","Makino",5339,1,1
"Ajuga nubigena","Diels",5341,0,0
"Ajuga ovalifolia","Bureau & Franch.",5351,1,1
"Ajuga pantantha","Hand.-Mazz.",5360,0,0
"Ajuga pygmaea","A.Gray",5369,0,0
"Ajuga sciaphila","W.W.Sm.",5397,0,0
"Akebia trifoliata","(Thunb.) Koidz.",517421,58,21
"Akebia longeracemosa","Matsum.",517404,7,6
"Akebia quinata","(Thunb. ex Houtt.) Decne.",517411,271,49
"Alangium alpinum","(C.B.Clarke) W.W.Sm. & Cave",5526,0,0
"Alangium barbatum","(R.Br. ex C.B.Clarke) Baill. ex Kuntze",5528,0,0
"Alangium chinense","(Lour.) Harms",5545,36,16
"Alangium faberi","Oliv.",5563,0,0
"Alangium kurzii","Craib",5589,2,2
"Alangium kwangsiense","Melch.",5594,0,0
"Alangium platanifolium","(Siebold & Zucc.) Harms",5614,45,15
"Alangium premnifolium","Ohwi",5619,2,1
"Alangium salviifolium","(L.f.) Wangerin",5625,8,4
"Alangium yunnanense","C.Y.Wu ex W.P.Fang",5665,0,0
"Albertisia laurifolia","Yamam.",2627194,0,0
"Albizia attopeuensis","(Pierre) I.C.Nielsen",2627239,1,1
"Albizia calcarea","Y.H.Huang",2627267,0,0
"Albizia chinensis","(Osbeck) Merr.",2627278,39,21
"Albizia corniculata","(Lour.) Druce",2627292,0,0
"Albizia crassiramea","Lace",2627294,0,0
"Albizia duclouxii","Gagnep.",2627306,0,0
"Albizia garrettii","I.C.Nielsen",2627336,0,0
"Albizia kalkora","(Roxb.) Prain",2627380,12,6
"Albizia lucida","(Jacques) Benth.",2627404,9,5
"Albizia julibrissin var. mollis","(Wall.) Benth.",2627377,3,2
"Albizia odoratissima","(L.f.) Benth.",2627463,31,17
"Albizia procera","(Roxb.) Benth.",2627494,58,30
"Albizia retusa","Benth.",2627504,3,3
"Albizia sherriffii","Baker f.",2627535,0,0
"Alcea nudiflora","(Lindl.) Boiss.",2909953,9,7
"Alchemilla glabra","Neygenf.",2939375,9,6
"Alchemilla monticola","Opiz",2939882,13,7
"Alchemilla japonica","Nakai & H.Hara",2939465,3,2
"Alchornea androgyna","Croizat",5699,0,0
"Alchornea davidi","Franch.",5731,5,5
"Alchornea hunanensis","H.S.Kiu",5770,0,0
"Alchornea liukiuensis","Hayata",5787,0,0
"Alchornea mollis","(Benth.) Müll.Arg.",5798,1,1
"Alchornea rugosa","(Lour.) Müll.Arg.",5835,1,1
"Alchornea tiliifolia","(Benth.) Müll.Arg.",5854,1,1
"Alchornea trewioides","(Benth.) Müll.Arg.",5855,3,2
"Magnolia cathcartii","(Hook.f. & Thomson) Noot.",117501,3,3
"Alectra avensis","(Benth.) Merr.",2937292,0,0
"Aletris alpestris","Diels",294676,0,0
"Aletris capitata","F.T.Wang & Tang",294685,0,0
"Aletris cinerascens","F.T.Wang & Tang",294687,0,0
"Aletris glabra","Bureau & Franch.",294700,3,2
"Aletris glandulifera","Bureau & Franch.",294701,0,0
"Aletris gracilis","Rendle",294704,0,0
"Aletris laxiflora","Bureau & Franch.",294712,0,0
"Aletris megalantha","F.T.Wang & Tang",294721,0,0
"Aletris nana","S.C.Chen",294722,0,0
"Aletris pauciflora","(Klotzsch) Hand.-Mazz.",294725,1,1
"Aletris pedicellata","F.T.Wang & Tang",294727,0,0
"Aletris scopulorum","Dunn",294734,0,0
"Aletris simpliciflora","R.Li & Shu D.Zhang",468286,0,0
"Aletris spicata","(Thunb.) Franch.",294736,1,
"Aletris stenoloba","Franch.",294738,0,0
"Aletris yaanica","G.H.Yang",294743,0,0
"Alfredia acantholepis","Kar. & Kir.",3043535,1,1
"Alfredia aspera","C.Shih",3043536,0,0
"Alfredia cernua","Cass.",3043546,14,9
"Alfredia fetissowii","Iljin",3043547,0,0
"Alfredia nivea","Kar. & Kir.",3043554,1,1
"Alhagi pseudalhagi subsp. kirghisorum","(Schrenk) Yakovl.",3242469,1,1
"Allardia glabra","Decne.",3109325,3,2
"Allardia huegelii","Sch.Bip.",3109328,0,0
"Allardia lasiocarpa","(G.X.Fu) K.Bremer & Humphries",3109330,0,0
"Allardia nivea","Hook.f. & Thomson ex C.B.Clarke",3109332,0,0
"Allardia stoliczkae","C.B.Clarke",3109335,0,0
"Allardia tomentosa","Decne.",3109339,3,2
"Allardia tridactylites","(Kar. & Kir.) Sch.Bip.",3109343,1,1
"Allardia vestita","Hook.f. & Thomson ex C.B.Clarke",3109345,0,0
"Allium aciphyllum","J.M.Xu",294894,0,0
"Allium alabasicum","Y.Z.Zhao",294926,0,0
"Allium altaicum","Pall.",294956,26,14
"Allium anisopodium","Ledeb.",295019,2,1
"Allium atrosanguineum","Schrenk",295078,1,1
"Allium beesianum","W.W.Sm.",295126,11,5
"Allium bidentatum","Fisch. ex Prokh. & Ikonn.-Gal.",295129,1,1
"Allium blandum","Wall.",295144,0,0
"Allium brevidentatum","F.Z.Li",295177,0,0
"Allium caeruleum","Pall.",295199,23,11
